órgão,Subordinado a,Montante,Ano
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,602,2016
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,5422,2017
HOSPITAL GERAL DE BELEM,Ministério da Defesa,22797,2011
HOSPITAL GERAL DE BELEM,Ministério da Defesa,52644,2012
HOSPITAL GERAL DE BELEM,Ministério da Defesa,27703,2013
HOSPITAL GERAL DE BELEM,Ministério da Defesa,10133,2015
HOSPITAL GERAL DE BELEM,Ministério da Defesa,46968,2016
HOSPITAL GERAL DE BELEM,Ministério da Defesa,237815,2017
HOSPITAL DA GUARNICAO DE MARABA,Ministério da Defesa,7095,2011
HOSPITAL DA GUARNICAO DE MARABA,Ministério da Defesa,1666,2015
31 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,96,2017
4 BATALHAO DE POLICIA DO EXERCITO,Ministério da Defesa,288,2017
72 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,3128,2013
COMANDO 7 REGIAO MILITAR/7 DIV DE EXERCITO,Ministério da Defesa,127,2016
COMANDO DO COMANDO MILITAR DO NORDESTE,Ministério da Defesa,319,2016
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,3918,2011
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,30246,2012
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,14804,2013
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,25194,2014
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,50270,2015
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,87448,2016
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,408868,2017
POLICLINICA MILITAR DE NITEROI,Ministério da Defesa,1545,2011
POLICLINICA MILITAR DE NITEROI,Ministério da Defesa,2432,2016
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,6413,2015
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,14001,2012
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,3612,2013
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,4683,2014
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,10334,2015
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,8983,2016
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,38170,2017
UNIDADE INTEGRADA DE SAUDE MENTAL,Ministério da Defesa,996,2011
UNIDADE INTEGRADA DE SAUDE MENTAL,Ministério da Defesa,1031,2012
UNIDADE INTEGRADA DE SAUDE MENTAL,Ministério da Defesa,320,2013
HOSPITAL NAVAL_DE SALVADOR,Ministério da Defesa,902,2012
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,17721,2012
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,10507,2013
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,117,2014
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,13603,2015
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,2454,2016
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,98733,2017
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,16788,2011
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,3573,2012
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,12198,2013
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,6576,2014
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,33126,2015
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,57028,2016
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,164316,2017
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,93018,2012
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,887,2013
PARQUE REGIONAL DE MANUTENCAO/10,Ministério da Defesa,2033,2017
COLEGIO MILITAR DE RECIFE,Ministério da Defesa,975,2014
COLEGIO MILITAR DE RECIFE,Ministério da Defesa,70,2016
COLEGIO MILITAR DE RECIFE,Ministério da Defesa,384,2017
14 BATALHAO LOGISTICO,Ministério da Defesa,791,2011
4 BATALHAO DE COMUNICACOES DO EXERCITO,Ministério da Defesa,149,2016
14 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,519,2015
7 GRUPO DE ARTILHARIA DE CAMPANHA,Ministério da Defesa,95,2016
PARQUE REGIONAL DE MANUTENCAO/7,Ministério da Defesa,540,2015
CENTRO DE ADESTRAMENTO ALM.MARQUES DE LEAO,Ministério da Defesa,12,2011
DISTRITO SANIT.ESP.INDIGENA AL/SE,Ministério da Saúde,28056,2015
DISTRITO SANIT.ESP.INDIGENA - PERNAMBUCO,Ministério da Saúde,24351,2013
DISTRITO SANIT.ESP.INDIGENA - PERNAMBUCO,Ministério da Saúde,163,2014
DISTRITO SANIT.ESP.INDIGENA - PERNAMBUCO,Ministério da Saúde,2102,2016
DISTRITO SANIT.ESP.INDIGENA - PERNAMBUCO,Ministério da Saúde,51158,2017
DISTRITO SANIT.ESP.INDIGENA - CEARA,Ministério da Saúde,45205,2014
DISTRITO SANIT.ESP.INDIGENA GUAMA TOCANTINS,Ministério da Saúde,21772,2016
DISTRITO SANIT.ESP.INDIGENA GUAMA TOCANTINS,Ministério da Saúde,17258,2017
DISTRITO SANIT.ESP.INDIGENA - KAIAPO REDENCAO,Ministério da Saúde,11092,2016
DISTRITO SANIT.ESP.INDIGENA - KAIAPO REDENCAO,Ministério da Saúde,107836,2017
DISTRITO SANIT.ESP.INDIGENA - TAPAJOS,Ministério da Saúde,34962,2016
DISTRITO SANIT.ESP.INDIGENA - TAPAJOS,Ministério da Saúde,97879,2017
EBSERH - HOSPITAL UNIVERSITARIO DO PIAUI,Órgão Genérico Geratriz,88219,2015
EBSERH - HOSPITAL UNIVERSITARIO DO PIAUI,Órgão Genérico Geratriz,58142,2016
EBSERH - HOSPITAL UNIVERSITARIO DO PIAUI,Órgão Genérico Geratriz,33510,2017
HOSPITAL UNIVERSITARIO JULIO M BANDEIRA MELLO,Ministério da Educação,86565,2016
HOSPITAL UNIVERSITARIO JULIO M BANDEIRA MELLO,Ministério da Educação,15072,2017
HOSPITAL DE ENSINO DR WASHINGTON A. DE BARROS,Ministério da Educação,705022,2015
HOSPITAL DE ENSINO DR WASHINGTON A. DE BARROS,Ministério da Educação,736825,2016
HOSPITAL DE ENSINO DR WASHINGTON A. DE BARROS,Ministério da Educação,624501,2017
INST.NACIONAL DE INFECTOLOGIA EVANDRO CHAGAS,Ministério da Saúde,31032,2016
GRUPAMENTO DE APOIO DA SAÚDE,Ministério da Defesa,47096,2015
GRUPAMENTO DE APOIO DA SAÚDE,Ministério da Defesa,931721,2017
DIRET.DO CENTRO DE CIENCIAS DA SAUDE DA UFPE,Ministério da Educação,187,2017
INST. FED. PIAUI/ CAMPUS PEDRO II,Ministério da Educação,153,2017
EBSERH - HOSPITAL UNIVERSITARIO ANA BEZERRA,Órgão Genérico Geratriz,4551,2015
EBSERH - HOSPITAL UNIVERSIT�RIO ANA BEZERRA,Órgão Genérico Geratriz,14989,2016
EBSERH - HOSPITAL UNIVERSIT�RIO ANA BEZERRA,Órgão Genérico Geratriz,177399,2017
EBSERH - HOSPITAL UNIVERSITARIO DE NATAL,Órgão Genérico Geratriz,473,2015
EBSERH - HOSPITAL UNIVERSITARIO DE NATAL,Órgão Genérico Geratriz,74347,2016
EBSERH - HOSPITAL UNIVERSITARIO DE NATAL,Órgão Genérico Geratriz,444691,2017
EBSERH - MATERNIDADE JANUARIO CICCO,Órgão Genérico Geratriz,11578,2015
EBSERH - MATERNIDADE JANUARIO CICCO,Órgão Genérico Geratriz,43953,2016
EBSERH - MATERNIDADE JANUARIO CICCO,Órgão Genérico Geratriz,571770,2017
EBSERH - HOSPITAL UNIVERSITARIO DE SERGIPE,Órgão Genérico Geratriz,7509,2015
EBSERH - HOSPITAL UNIVERSITARIO DE SERGIPE,Órgão Genérico Geratriz,19369,2016
EBSERH - HOSPITAL UNIVERSITARIO DE SERGIPE,Órgão Genérico Geratriz,194447,2017
EBSERH HUSM-UFSM,Órgão Genérico Geratriz,12534,2017
EBSERH HULW-UFPB,Órgão Genérico Geratriz,59753,2016
EBSERH HULW-UFPB,Órgão Genérico Geratriz,18304,2017
HOSPITAL DE DOENÇAS TROPICAIS DA UFT,Órgão Genérico Geratriz,4675,2016
EBSERH HU-UFJF,Órgão Genérico Geratriz,145831,2017
EBSERH HU-UFMA,Órgão Genérico Geratriz,203693,2017
NÚCLEO DO GRUPAMENTO DE APOIO DE NATAL,Ministério da Defesa,18450,2017
NÚCLEO DO GRUPAMENTO DE APOIO DO RECIFE,Ministério da Defesa,11514,2017
GRUPAMENTO DE APOIO DE SÃO PAULO,Ministério da Defesa,92407,2017
EBSERH HU-UNIVASF,Órgão Genérico Geratriz,1559235,2017
