órgão,Subordinado a,Montante,Ano
UNIFESP-HOSP. UNIVERSITARIO,Órgão Genérico Geratriz,267756,2014
UNIFESP-HOSP. UNIVERSITARIO,Órgão Genérico Geratriz,47303,2015
UNIFESP-HOSP. UNIVERSITARIO,Órgão Genérico Geratriz,40855,2016
HOSPITAL DE ENSINO DR WASHINGTON A. DE BARROS,Órgão Genérico Geratriz,18698,2016
EBSERH - HOSPITAL UNIVERSITARIO DE BRASILIA,Órgão Genérico Geratriz,23244,2015
EBSERH - HOSPITAL UNIVERSITARIO DE BRASILIA,Órgão Genérico Geratriz,5325,2014
EBSERH - HOSPITAL UNIVERSITARIO DE BRASILIA,Órgão Genérico Geratriz,12559,2015
EBSERH - HOSPITAL UNIVERSITARIO DE BRASILIA,Órgão Genérico Geratriz,10788,2016
EBSERH - HOSPITAL UNIVERSITARIO DE NATAL,Órgão Genérico Geratriz,202749,2015
EBSERH - HOSPITAL UNIVERSITARIO DE NATAL,Órgão Genérico Geratriz,126019,2016
EBSERH - HOSPITAL UNIVERSITARIO DE NATAL,Órgão Genérico Geratriz,789758,2017
EBSERH - MATERNIDADE JANUARIO CICCO,Órgão Genérico Geratriz,30072,2015
EBSERH HUSM-UFSM,Órgão Genérico Geratriz,96437,2015
EBSERH HUSM-UFSM,Órgão Genérico Geratriz,329876,2016
EBSERH HUSM-UFSM,Órgão Genérico Geratriz,2401007,2017
EBSERH HULW-UFPB,Órgão Genérico Geratriz,729,2015
EBSERH HULW-UFPB,Órgão Genérico Geratriz,36286,2016
EBSERH HULW-UFPB,Órgão Genérico Geratriz,65865,2017
EBSERH HUMAP-UFMS,Órgão Genérico Geratriz,5162,2015
EBSERH HUMAP-UFMS,Órgão Genérico Geratriz,560991,2017
HOSPITAL DE DOENÇAS TROPICAIS DA UFT,Órgão Genérico Geratriz,11662,2016
EBSERH HU-UFJF,Órgão Genérico Geratriz,35925,2016
EBSERH HU-UFJF,Órgão Genérico Geratriz,500867,2017
NUCLEO DO GRUPAMENTO DE APOIO DE NATAL,Ministério da Defesa,14741,2017
NUCLEO DO GRUPAMENTO DE APOIO DE BELEM,Ministério da Defesa,137603,2017
NUCLEO DO GRUPAMENTO DE APOIO DE CANOAS,Ministério da Defesa,20219,2017
