órgão,Subordinado a,Montante,Ano
HOSPITAL CLINICAS/UFMG,Ministério da Educação,1438867,2012
HOSPITAL CLINICAS/UFMG,Ministério da Educação,1949468,2013
HOSPITAL CLINICAS/UFMG,Ministério da Educação,1571190,2014
HOSPITAL CLINICAS/UFMG,Ministério da Educação,1361033,2015
HOSPITAL CLINICAS/UFMG,Ministério da Educação,1412662,2016
HOSPITAL CLINICAS/UFMG,Ministério da Educação,6598036,2017
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,284663,2011
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,215804,2012
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,161308,2013
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,183232,2014
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,265991,2015
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,247535,2016
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,1070372,2017
HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,Ministério da Educação,46368,2011
HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,Ministério da Educação,27813,2012
HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,Ministério da Educação,16154,2014
HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,Ministério da Educação,8388,2015
HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,Ministério da Educação,34149,2016
HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,Ministério da Educação,690651,2017
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,1076532,2011
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,560355,2012
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,660439,2013
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,805968,2014
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,736885,2015
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,596610,2016
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,3628498,2017
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,481155,2011
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,317470,2012
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,544592,2013
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,469257,2014
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,444478,2015
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,713389,2016
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,2738734,2017
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,148205,2011
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,358781,2012
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,184089,2013
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,205473,2014
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,129860,2015
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,236854,2016
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,1071863,2017
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,441222,2011
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,680783,2012
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,665799,2013
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,593560,2014
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,588035,2015
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,591158,2016
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,1962570,2017
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,150952,2011
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,57557,2012
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,169272,2013
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,275754,2014
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,159832,2015
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,161021,2016
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,893539,2017
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,1018508,2011
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,920648,2012
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,802125,2013
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,1179378,2014
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,746156,2015
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,883283,2016
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,3531948,2017
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,194295,2011
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,381115,2012
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,144091,2013
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,510631,2014
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,376869,2015
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,215678,2016
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,1250193,2017
HOSPITAL UNIVERSITARIO,Ministério da Educação,744595,2011
HOSPITAL UNIVERSITARIO,Ministério da Educação,544447,2012
HOSPITAL UNIVERSITARIO,Ministério da Educação,858622,2013
HOSPITAL UNIVERSITARIO,Ministério da Educação,682321,2014
HOSPITAL UNIVERSITARIO,Ministério da Educação,619148,2015
HOSPITAL UNIVERSITARIO,Ministério da Educação,498631,2016
HOSPITAL UNIVERSITARIO,Ministério da Educação,743044,2017
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,195846,2011
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,89879,2012
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,19923,2013
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,14757,2014
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,104682,2015
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,43151,2016
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,396553,2017
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,234246,2011
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,178733,2012
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,143046,2013
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,402424,2014
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,185118,2015
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,334472,2016
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,675743,2017
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,29434,2011
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,69710,2012
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,290677,2013
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,137093,2014
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,346,2016
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,458777,2011
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,234428,2012
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,306072,2013
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,491063,2014
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,246103,2015
INST.FED.DE ALAGOAS/CAMPUS MARECHAL DEODORO,Ministério da Educação,112,2011
INST.FED DE ALAGOAS/CAMPUS MACEIO,Ministério da Educação,1608,2011
INST.FED. ALAGOAS/CAMPUS SATUBA,Ministério da Educação,215,2011
INST.FED.DE ALAGOAS/CAMPUS PALMEIRA DOS IND.,Ministério da Educação,445,2011
INST. FED. CATARINENSE/CAMPUS ARAQUARI,Ministério da Educação,6299,2013
INST. FED. CATARINENSE/CAMPUS ARAQUARI,Ministério da Educação,5041,2015
INST. FED. CATARINENSE/CAMPUS CONCORDIA,Ministério da Educação,21414,2013
INST. FED. CATARINENSE/CAMPUS CONCORDIA,Ministério da Educação,3939,2016
"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CATARINA",Ministério da Educação,786,2011
"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CATARINA",Ministério da Educação,90,2012
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,3784909,2011
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,4987220,2012
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,3308963,2013
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,2809453,2014
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,2917173,2015
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,2261674,2016
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,6877955,2017
CENTRO DE PESQUISAS AGGEU MAGALHAES,Ministério da Saúde,1369,2015
CENTRO DE PESQUISAS AGGEU MAGALHAES,Ministério da Saúde,6995,2017
CENTRO DE PESQUISAS GONCALO MUNIZ,Ministério da Saúde,1403,2014
CENTRO DE PESQUISAS GONCALO MUNIZ,Ministério da Saúde,1287,2015
CENTRO DE PESQUISAS RENE RACHOU,Ministério da Saúde,9601,2011
CENTRO DE PESQUISAS RENE RACHOU,Ministério da Saúde,3042,2013
CENTRO DE PESQUISAS RENE RACHOU,Ministério da Saúde,6657,2014
CENTRO DE PESQUISAS RENE RACHOU,Ministério da Saúde,8576,2016
CENTRO DE PESQUISAS RENE RACHOU,Ministério da Saúde,5154,2017
INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,Ministério da Saúde,86742,2011
INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,Ministério da Saúde,2178,2012
INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,Ministério da Saúde,17187,2013
INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,Ministério da Saúde,29026,2015
INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,Ministério da Saúde,22614,2016
INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,Ministério da Saúde,225677,2017
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,17053601,2011
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,29142517,2012
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,22128664,2013
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,144385783,2014
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,151810745,2015
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,14700073,2016
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,515093556,2017
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,266686,2011
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,190124,2012
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,273692,2013
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,148965,2014
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,244423,2015
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,229231,2016
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,1005041,2017
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,2450,2011
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,6244,2012
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,6336,2013
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,5039,2015
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,1275,2016
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,14843,2017
HOSPITAL CRISTO REDENTOR S/A,Ministério da Saúde,809077,2011
HOSPITAL CRISTO REDENTOR S/A,Ministério da Saúde,1085928,2012
HOSPITAL FEMINA S/A,Ministério da Saúde,317830,2011
HOSPITAL FEMINA S/A,Ministério da Saúde,252695,2012
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,3202809,2011
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,3947254,2012
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,4468129,2013
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,4518746,2014
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,5758869,2015
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,5569264,2016
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,19894893,2017
FUNDACAO NACIONAL DE SAUDE - DF,Ministério da Saúde,44339,2011
FUNDACAO NACIONAL DE SAUDE - PA,Ministério da Saúde,2463,2011
FUNDACAO NACIONAL DE SAUDE - RR,Ministério da Saúde,6500,2011
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,7654324,2011
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,13937642,2012
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,39849110,2013
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,21205944,2014
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,2795201,2015
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,75605456,2016
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,182733683,2017
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,839461,2011
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,938113,2012
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,568909,2013
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,334087,2014
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,552641,2015
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,292769,2016
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,2834126,2017
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,1761138,2011
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,2787545,2012
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,1995514,2013
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,2729491,2014
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,3222123,2015
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,3003293,2016
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,15198647,2017
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,415425,2011
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,394145,2012
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,1036169,2013
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,640928,2014
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,546455,2015
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,462431,2016
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,1662617,2017
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,193771,2011
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,206602,2012
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,185519,2013
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,345029,2014
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,251332,2015
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,384252,2016
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,2342503,2017
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,902947,2011
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,840993,2012
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,685116,2013
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,798876,2014
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,726527,2015
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,837301,2016
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,3137988,2017
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,147116,2011
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,90413,2012
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,245236,2013
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,139269,2014
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,214615,2015
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,402864,2016
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,759531,2017
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,217961,2011
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,366712,2012
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,344571,2013
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,213583,2014
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,265290,2015
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,239461,2016
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,829159,2017
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,381667,2011
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,357038,2012
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,622147,2013
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,470210,2014
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,506474,2015
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,460397,2016
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,2083605,2017
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,521609,2011
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,417023,2012
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,860029,2013
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,548762,2014
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,671848,2015
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,498094,2016
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,2330245,2017
IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN,Ministério do Meio Ambiente,2357,2013
VI COMANDO AEREO REGIONAL,Ministério da Defesa,1986,2011
VI COMANDO AEREO REGIONAL,Ministério da Defesa,85592,2014
VI COMANDO AEREO REGIONAL,Ministério da Defesa,72858,2015
GRUPAMENTO DE APOIO DE BRASILIA,Ministério da Defesa,3771,2015
GRUPAMENTO DE APOIO DE BRASILIA,Ministério da Defesa,1084,2016
BASE AEREA DE FORTALEZA,Ministério da Defesa,14531,2011
BASE AEREA DE FORTALEZA,Ministério da Defesa,7512,2012
BASE AEREA DE FORTALEZA,Ministério da Defesa,9141,2014
BASE AEREA DE FORTALEZA,Ministério da Defesa,18048,2015
BASE AEREA DE FORTALEZA,Ministério da Defesa,7049,2016
GRUPAMENTO DE INFRA-EST E APOIO DE S J CAMPOS,Ministério da Defesa,7478,2011
GRUPAMENTO DE INFRA-EST E APOIO DE S J CAMPOS,Ministério da Defesa,893,2012
GRUPAMENTO DE INFRA-EST E APOIO DE S J CAMPOS,Ministério da Defesa,8668,2013
GRUPAMENTO DE INFRA-EST E APOIO DE S J CAMPOS,Ministério da Defesa,2659,2014
GRUPAMENTO DE INFRA-EST E APOIO DE S J CAMPOS,Ministério da Defesa,573,2015
GRUPAMENTO DE INFRA-EST E APOIO DE S J CAMPOS,Ministério da Defesa,6525,2016
GRUPAMENTO DE INFRA-EST E APOIO DE S J CAMPOS,Ministério da Defesa,59438,2017
II COMANDO AEREO REGIONAL,Ministério da Defesa,4177,2014
II COMANDO AEREO REGIONAL,Ministério da Defesa,95958,2015
II COMANDO AEREO REGIONAL,Ministério da Defesa,99911,2016
BASE AEREA DE RECIFE,Ministério da Defesa,1061,2011
BASE AEREA DE RECIFE,Ministério da Defesa,850,2013
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,67899,2011
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,53942,2012
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,52272,2013
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,80053,2014
PARQUE DE MATERIAL AERONAUTICO DE RECIFE,Ministério da Defesa,377,2012
BASE AEREA DE SALVADOR,Ministério da Defesa,87,2013
BASE AEREA DE SALVADOR,Ministério da Defesa,8687,2014
BASE AEREA DE SALVADOR,Ministério da Defesa,5095,2015
BASE AEREA DE SALVADOR,Ministério da Defesa,3392,2016
CENTRO DE INSTR. E ADAPTACAO DA AERONAUTICA,Ministério da Defesa,6005,2014
CENTRO DE INSTR. E ADAPTACAO DA AERONAUTICA,Ministério da Defesa,15117,2015
CENTRO DE INSTR. E ADAPTACAO DA AERONAUTICA,Ministério da Defesa,9039,2016
ESCOLA PREPARATORIA DE CADETES DO AR,Ministério da Defesa,377,2011
ESCOLA PREPARATORIA DE CADETES DO AR,Ministério da Defesa,3485,2012
ESCOLA PREPARATORIA DE CADETES DO AR,Ministério da Defesa,10242,2013
ESCOLA PREPARATORIA DE CADETES DO AR,Ministério da Defesa,15556,2014
ESCOLA PREPARATORIA DE CADETES DO AR,Ministério da Defesa,18034,2015
ESCOLA PREPARATORIA DE CADETES DO AR,Ministério da Defesa,6636,2016
BASE AEREA DE CAMPO GRANDE,Ministério da Defesa,8279,2011
BASE AEREA DE CAMPO GRANDE,Ministério da Defesa,3778,2012
BASE AEREA DE CAMPO GRANDE,Ministério da Defesa,8594,2013
BASE AEREA DE CAMPO GRANDE,Ministério da Defesa,4685,2014
BASE AEREA DE CAMPO GRANDE,Ministério da Defesa,9889,2015
BASE AEREA DE CAMPO GRANDE,Ministério da Defesa,8933,2016
BASE AEREA DOS AFONSOS,Ministério da Defesa,56,2012
BASE AEREA DE SANTA CRUZ,Ministério da Defesa,310,2011
HOSPITAL CENTRAL AERONAUTICA,Ministério da Defesa,59239,2011
HOSPITAL CENTRAL AERONAUTICA,Ministério da Defesa,7403,2012
HOSPITAL CENTRAL AERONAUTICA,Ministério da Defesa,95921,2013
HOSPITAL DE AERONAUTICA DOS AFONSOS,Ministério da Defesa,2342,2012
HOSPITAL DE AERONAUTICA DOS AFONSOS,Ministério da Defesa,95861,2013
HOSPITAL DE FORCA AEREA DO GALEAO,Ministério da Defesa,12681,2011
HOSPITAL DE FORCA AEREA DO GALEAO,Ministério da Defesa,59382,2012
HOSPITAL DE FORCA AEREA DO GALEAO,Ministério da Defesa,237581,2013
LABORATORIO QUIMICO-FARMACEUTICO DA AERONAUT.,Ministério da Defesa,14058,2012
ACADEMIA DA FORCA AEREA,Ministério da Defesa,16041,2011
ACADEMIA DA FORCA AEREA,Ministério da Defesa,8744,2012
ACADEMIA DA FORCA AEREA,Ministério da Defesa,4076,2013
ACADEMIA DA FORCA AEREA,Ministério da Defesa,405,2015
BASE AEREA DE SAO PAULO,Ministério da Defesa,6754,2014
ESCOLA DE ESPECIALISTAS DE AERONAUTICA,Ministério da Defesa,9738,2014
ESCOLA DE ESPECIALISTAS DE AERONAUTICA,Ministério da Defesa,5906,2015
HOSPITAL DE AERONAUTICA DE SAO PAULO,Ministério da Defesa,3954,2012
HOSPITAL DE AERONAUTICA DE SAO PAULO,Ministério da Defesa,14998,2015
HOSPITAL DE AERONAUTICA DE SAO PAULO,Ministério da Defesa,19020,2016
PARQUE DE MATERIAL AERONAUTICO DE SAO PAULO,Ministério da Defesa,1635,2015
SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO,Ministério da Defesa,16105,2011
SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO,Ministério da Defesa,19317,2012
SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO,Ministério da Defesa,20199,2013
SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO,Ministério da Defesa,31581,2014
SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO,Ministério da Defesa,7454,2015
SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO,Ministério da Defesa,19885,2016
V COMANDO AEREO REGIONAL,Ministério da Defesa,38557,2011
V COMANDO AEREO REGIONAL,Ministério da Defesa,31963,2012
V COMANDO AEREO REGIONAL,Ministério da Defesa,31587,2013
V COMANDO AEREO REGIONAL,Ministério da Defesa,53416,2014
V COMANDO AEREO REGIONAL,Ministério da Defesa,47939,2015
V COMANDO AEREO REGIONAL,Ministério da Defesa,32837,2016
BASE AEREA DE CANOAS,Ministério da Defesa,1292,2011
BASE AEREA DE CANOAS,Ministério da Defesa,998,2012
BASE AEREA DE CANOAS,Ministério da Defesa,1713,2013
BASE AEREA DE CANOAS,Ministério da Defesa,23,2014
BASE AEREA DE SANTA MARIA,Ministério da Defesa,1143,2011
BASE AEREA DE SANTA MARIA,Ministério da Defesa,1903,2012
BASE AEREA DE SANTA MARIA,Ministério da Defesa,7944,2013
BASE AEREA DE SANTA MARIA,Ministério da Defesa,3265,2014
BASE AEREA DE SANTA MARIA,Ministério da Defesa,5781,2015
BASE AEREA DE ANAPOLIS,Ministério da Defesa,10997,2013
BASE AEREA DE ANAPOLIS,Ministério da Defesa,2463,2014
BASE AEREA DE ANAPOLIS,Ministério da Defesa,7783,2015
BASE AEREA DE PORTO VELHO,Ministério da Defesa,2410,2012
BASE AEREA DE PORTO VELHO,Ministério da Defesa,1290,2015
VII COMANDO AEREO REGIONAL,Ministério da Defesa,176024,2016
I COMANDO AEREO REGIONAL,Ministério da Defesa,764,2012
I COMANDO AEREO REGIONAL,Ministério da Defesa,2876,2013
I COMANDO AEREO REGIONAL,Ministério da Defesa,14088,2015
I COMANDO AEREO REGIONAL,Ministério da Defesa,47880,2016
HOSPITAL DE FORCA AEREA DE BRASILIA,Ministério da Defesa,48532,2012
HOSPITAL DE FORCA AEREA DE BRASILIA,Ministério da Defesa,53501,2013
BASE AEREA DE NATAL,Ministério da Defesa,6502,2011
BASE AEREA DE NATAL,Ministério da Defesa,16730,2012
BASE AEREA DE NATAL,Ministério da Defesa,42574,2013
